id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,id_card,client_id_card,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,acct_open_date,year_pin_last_changed,card_on_dark_web,id_user,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,credit_score,num_credit_cards,mcc_description,hour,day_of_week
7475340,2010-01-01 00:26:00,1556,2972,39.63,Swipe Transaction,59935,Beulah,ND,58523.0,5499,2972,1556,Mastercard,Debit (Prepaid),5497590243197280,07/2022,306,1,2,05/2008,2008,0,1556,30,67,1989,7,Female,594 Mountain View Street,46.8,-100.76,740,4,Miscellaneous Food Stores,0,4
7475341,2010-01-01 00:27:00,1797,1127,43.33,Swipe Transaction,33326,Kahului,HI,96732.0,4121,1127,1797,Visa,Debit,4777281869545650,02/2017,256,1,2,02/2007,2009,0,1797,67,65,1952,11,Male,391 Martin Luther King Boulevard,37.71,-122.16,743,5,Taxicabs and Limousines,0,4
7475342,2010-01-01 00:30:00,114,3398,49.42,Swipe Transaction,61195,North Hollywood,CA,91606.0,5541,3398,114,Mastercard,Debit,5563288095981743,07/2023,711,1,2,06/2008,2010,0,114,47,65,1972,12,Female,112 Elm Avenue,34.18,-118.39,725,4,Service Stations,0,4
7475343,2010-01-01 00:31:00,1634,2464,1.09,Swipe Transaction,20519,San Benito,TX,78586.0,5942,2464,1634,Mastercard,Debit,5524436846278703,07/2020,697,1,2,04/2004,2014,0,1634,66,68,1953,3,Male,703 West Drive,26.18,-98.11,825,4,Book Stores,0,4
7475344,2010-01-01 00:32:00,646,2093,73.79,Swipe Transaction,1636,Erie,PA,16511.0,7538,2093,646,Mastercard,Credit,5417194878972795,04/2021,638,1,2,03/2005,2019,0,646,38,65,1981,12,Female,354 Federal Street,41.47,-81.67,786,3,Automotive Service Shops,0,4
7475345,2010-01-01 00:32:00,1129,5492,100.0,Swipe Transaction,27092,Vista,CA,92084.0,4829,5492,1129,Mastercard,Debit,5988252449836290,01/2015,438,1,2,11/2007,2010,0,1129,49,65,1970,4,Male,2379 Forest Lane,33.18,-117.29,686,3,Money Transfer,0,4
7475346,2010-01-01 00:34:00,394,4717,26.04,Online Transaction,39021,ONLINE,CA,46901.0,4784,4717,394,Mastercard,Debit,5853043877946018,06/2023,333,1,1,09/2009,2009,0,394,52,71,1967,4,Male,514 Pine Boulevard,41.09,-73.55,684,4,Tolls and Bridge Fees,0,4
7475347,2010-01-01 00:36:00,114,3398,-64.0,Swipe Transaction,61195,North Hollywood,CA,91606.0,5541,3398,114,Mastercard,Debit,5563288095981743,07/2023,711,1,2,06/2008,2010,0,114,47,65,1972,12,Female,112 Elm Avenue,34.18,-118.39,725,4,Service Stations,0,4
7475348,2010-01-01 00:36:00,1376,2182,54.27,Swipe Transaction,88945,Cedar Park,TX,78613.0,5813,2182,1376,Mastercard,Credit,5822242274317975,10/2023,304,1,2,03/2008,2015,0,1376,49,68,1971,1,Female,97536 Summit Street,30.51,-97.83,543,4,Drinking Places (Alcoholic Beverages),0,4
7475349,2010-01-01 00:37:00,1682,238,20.74,Swipe Transaction,21586,Grand Forks,ND,58201.0,5411,238,1682,Mastercard,Credit,5970339574772530,10/2021,757,1,2,01/2010,2014,0,1682,57,69,1962,5,Male,241 Hillside Lane,47.91,-97.07,716,5,"Grocery Stores, Supermarkets",0,4
7475350,2010-01-01 00:38:00,114,3398,64.0,Swipe Transaction,61195,North Hollywood,CA,91606.0,5541,3398,114,Mastercard,Debit,5563288095981743,07/2023,711,1,2,06/2008,2010,0,114,47,65,1972,12,Female,112 Elm Avenue,34.18,-118.39,725,4,Service Stations,0,4
7475351,2010-01-01 00:38:00,121,5952,57.54,Swipe Transaction,11901,Menasha,WI,54952.0,5300,5952,121,Visa,Debit,4716535552633032,02/2023,508,1,1,12/2008,2011,0,121,34,66,1985,11,Female,71858 Mountain View Street,44.21,-88.43,721,3,Wholesale Clubs,0,4
7475353,2010-01-01 00:43:00,301,3742,10.17,Online Transaction,39021,ONLINE,CA,46901.0,4784,3742,301,Visa,Credit,4180974548713374,05/2023,975,1,1,07/2005,2009,0,301,47,69,1972,11,Male,6009 River Avenue,34.24,-84.49,679,1,Tolls and Bridge Fees,0,4
7475354,2010-01-01 00:43:00,1755,4228,12.01,Swipe Transaction,28666,Cordele,GA,31015.0,5921,4228,1755,Visa,Debit,4467616812518975,10/2020,60,1,1,08/2007,2009,0,1755,53,70,1967,2,Male,302 Park Boulevard,31.96,-83.77,734,6,"Package Stores, Beer, Wine, Liquor",0,4
7475356,2010-01-01 00:45:00,566,3439,16.86,Online Transaction,16798,ONLINE,CA,46901.0,4121,3439,566,Mastercard,Credit,5578674156872455,02/2023,118,1,1,06/2009,2009,0,566,60,67,1959,10,Female,8179 Valley Stream Drive,42.79,-83.62,814,5,Taxicabs and Limousines,0,4
7475357,2010-01-01 00:46:00,379,3881,4.64,Swipe Transaction,50783,Mobile,AL,36695.0,5411,3881,379,Mastercard,Debit,5400182448188961,10/2021,412,1,1,07/2009,2009,0,379,47,65,1972,11,Female,837 Lincoln Avenue,30.68,-88.04,765,3,"Grocery Stores, Supermarkets",0,4
7475358,2010-01-01 00:48:00,401,3004,669.88,Swipe Transaction,68977,West Covina,CA,91791.0,3174,3004,401,Mastercard,Debit,5192267246661566,10/2024,412,1,1,05/2009,2009,0,401,81,71,1938,9,Male,84497 Valley Stream Drive,34.2,-118.39,806,7,Upholstery and Drapery Stores,0,4
7475359,2010-01-01 00:48:00,1127,3869,22.57,Online Transaction,39021,ONLINE,CA,46901.0,4784,3869,1127,Visa,Debit,4858037645038535,09/2020,745,1,1,07/2008,2009,0,1127,59,70,1960,8,Male,60396 Elm Street,26.14,-81.79,720,4,Tolls and Bridge Fees,0,4
7475360,2010-01-01 00:49:00,652,4293,2.4,Swipe Transaction,74624,East Hartford,CT,6108.0,5411,4293,652,Mastercard,Debit,5481971913958210,07/2023,8,1,1,08/2009,2012,0,652,82,66,1937,9,Female,9952 South Lane,41.76,-72.61,784,6,"Grocery Stores, Supermarkets",0,4
7475361,2010-01-01 00:53:00,1963,3317,40.35,Swipe Transaction,69972,Vacaville,CA,95687.0,5814,3317,1963,Mastercard,Debit,5735308019363324,02/2024,502,1,1,06/2006,2006,0,1963,98,69,1921,11,Male,468 Spruce Street,38.35,-121.93,821,7,Fast Food Restaurants,0,4
7475362,2010-01-01 00:56:00,1357,4488,14.57,Swipe Transaction,78632,Tacoma,WA,98404.0,5921,4488,1357,Amex,Credit,323578133531197,06/2022,404,1,1,09/1995,2003,0,1357,75,65,1944,12,Female,402 Birch Boulevard,47.2,-122.4,812,7,"Package Stores, Beer, Wine, Liquor",0,4
7475363,2010-01-01 00:57:00,285,3442,7.8,Swipe Transaction,81536,Watsonville,CA,95076.0,5310,3442,285,Visa,Debit (Prepaid),4099931530727553,02/2022,393,1,1,06/2009,2009,0,285,62,69,1957,8,Male,702 Elm Drive,36.95,-121.72,731,5,Discount Stores,0,4
7475364,2010-01-01 00:57:00,1201,16,2.95,Swipe Transaction,61195,Woburn,MA,1801.0,5541,16,1201,Visa,Debit,4817273521248161,10/2023,706,1,2,01/2000,2006,0,1201,60,66,1959,11,Male,175 Valley Drive,42.36,-71.36,715,4,Service Stations,0,4
7475365,2010-01-01 01:01:00,820,127,270.22,Online Transaction,73186,ONLINE,CA,46901.0,4814,127,820,Mastercard,Debit,5738964942904646,11/2020,730,1,1,01/2007,2009,0,820,70,59,1949,12,Female,669 South Street,41.7,-70.3,633,5,Telecommunication Services,1,4
7475366,2010-01-01 01:03:00,1703,2969,78.0,Swipe Transaction,43293,Grand Junction,CO,81506.0,5499,2969,1703,Mastercard,Credit,5745606898714105,06/2022,753,1,2,05/2008,2019,0,1703,47,65,1972,8,Female,1532 Birch Drive,39.08,-108.55,747,2,Miscellaneous Food Stores,1,4
7475367,2010-01-01 01:06:00,1758,4686,87.09,Online Transaction,17976,ONLINE,CA,46901.0,4900,4686,1758,Visa,Debit,4716755530325962,12/2024,821,1,2,09/2008,2010,0,1758,57,66,1963,1,Male,126 Valley Drive,32.32,-90.2,645,4,"Utilities - Electric, Gas, Water, Sanitary",1,4
7475368,2010-01-01 01:07:00,414,2815,148.39,Swipe Transaction,5258,Morristown,NJ,7960.0,4900,2815,414,Mastercard,Debit,5489310042170577,02/2022,555,1,1,05/2001,2007,0,414,45,66,1975,1,Female,471 Eighth Lane,40.79,-74.47,709,2,"Utilities - Electric, Gas, Water, Sanitary",1,4
7475370,2010-01-01 01:07:00,1963,3364,48.12,Swipe Transaction,88646,Vacaville,CA,95688.0,5812,3364,1963,Visa,Debit,4714171193381622,11/2024,214,1,1,06/2007,2009,0,1963,98,69,1921,11,Male,468 Spruce Street,38.35,-121.93,821,7,Eating Places and Restaurants,1,4
7475371,2010-01-01 01:08:00,561,3764,7.75,Swipe Transaction,86977,Burlington,IA,52601.0,5813,3764,561,Mastercard,Debit,5250625336912959,04/2022,326,1,1,07/2006,2010,0,561,48,67,1971,6,Male,604 Pine Street,40.8,-91.12,834,5,Drinking Places (Alcoholic Beverages),1,4
7475372,2010-01-01 01:11:00,566,5577,14.66,Online Transaction,16798,ONLINE,CA,46901.0,4121,5577,566,Mastercard,Credit,5588638647228889,09/2012,525,1,1,11/2009,2009,0,566,60,67,1959,10,Female,8179 Valley Stream Drive,42.79,-83.62,814,5,Taxicabs and Limousines,1,4
7475373,2010-01-01 01:11:00,1642,4281,3.96,Swipe Transaction,44625,Manasquan,NJ,8736.0,5812,4281,1642,Visa,Debit,4680328184934192,12/2012,377,1,1,08/2008,2010,0,1642,37,66,1982,4,Female,48190 Plum Drive,39.96,-74.06,731,5,Eating Places and Restaurants,1,4
7475374,2010-01-01 01:13:00,1684,94,12.67,Online Transaction,39021,ONLINE,CA,46901.0,4784,94,1684,Mastercard,Debit,5761884540845430,06/2022,312,1,1,01/2006,2010,0,1684,56,65,1963,11,Male,27019 Madison Lane,36.34,-83.28,782,5,Tolls and Bridge Fees,1,4
7475376,2010-01-01 01:19:00,989,2511,580.98,Swipe Transaction,73661,Thackerville,OK,73459.0,7995,2511,989,Mastercard,Debit,5676028749684108,01/2022,678,1,2,04/2006,2015,0,989,78,66,1941,9,Male,6283 Rose Avenue,38.87,-77.4,727,8,"Betting (including Lottery Tickets, Casinos)",1,4
7475377,2010-01-01 01:19:00,1519,2452,10.34,Swipe Transaction,12399,Laurel,MT,59044.0,5813,2452,1519,Visa,Debit,4009658209741631,12/2023,357,0,2,04/2003,2011,0,1519,41,72,1978,3,Female,98086 Essex Drive,45.6,-108.68,849,4,Drinking Places (Alcoholic Beverages),1,4
7475378,2010-01-01 01:19:00,1575,2112,17.14,Swipe Transaction,29232,Osprey,FL,34229.0,4121,2112,1575,Mastercard,Debit,5700169734076825,05/2011,638,1,1,03/2006,2008,0,1575,51,68,1968,5,Female,23 12th Boulevard,27.19,-82.49,724,4,Taxicabs and Limousines,1,4
7475379,2010-01-01 01:22:00,986,4755,1.85,Swipe Transaction,14528,Garden City,NY,11530.0,5499,4755,986,Visa,Debit,4947422352493090,01/2023,940,1,2,09/2009,2011,0,986,32,70,1987,7,Male,6577 Lexington Lane,40.65,-73.58,703,3,Miscellaneous Food Stores,1,4
7475380,2010-01-01 01:23:00,1703,2969,71.72,Swipe Transaction,43293,Grand Junction,CO,81506.0,5499,2969,1703,Mastercard,Credit,5745606898714105,06/2022,753,1,2,05/2008,2019,0,1703,47,65,1972,8,Female,1532 Birch Drive,39.08,-108.55,747,2,Miscellaneous Food Stores,1,4
7475381,2010-01-01 01:25:00,430,5768,200.0,Swipe Transaction,27092,Crown Point,IN,46307.0,4829,5768,430,Visa,Credit,4148787669895828,08/2022,50,1,1,12/2000,2009,0,430,52,67,1967,5,Female,903 Hill Boulevard,41.42,-87.35,685,5,Money Transfer,1,4
7475382,2010-01-01 01:25:00,1703,2969,-78.0,Swipe Transaction,43293,Grand Junction,CO,81506.0,5499,2969,1703,Mastercard,Credit,5745606898714105,06/2022,753,1,2,05/2008,2019,0,1703,47,65,1972,8,Female,1532 Birch Drive,39.08,-108.55,747,2,Miscellaneous Food Stores,1,4
7475383,2010-01-01 01:30:00,1357,65,23.08,Swipe Transaction,80797,Tacoma,WA,98404.0,5813,65,1357,Amex,Credit,302737588175602,04/2020,900,1,2,01/2005,2014,0,1357,75,65,1944,12,Female,402 Birch Boulevard,47.2,-122.4,812,7,Drinking Places (Alcoholic Beverages),1,4
7475385,2010-01-01 01:37:00,1484,2527,40.0,Swipe Transaction,27092,Pinetop,AZ,85935.0,4829,2527,1484,Mastercard,Debit,5093901939500036,03/2024,472,1,2,04/2007,2016,0,1484,92,72,1927,8,Female,290 Forest Street,32.28,-110.73,726,6,Money Transfer,1,4
7475388,2010-01-01 01:40:00,1077,2539,2.43,Swipe Transaction,46284,Ukiah,CA,95482.0,5411,2539,1077,Mastercard,Debit,5324493090826390,11/2014,819,1,2,04/2007,2007,0,1077,57,54,1962,12,Female,886 Plum Boulevard,39.12,-123.28,576,3,"Grocery Stores, Supermarkets",1,4
7475389,2010-01-01 01:40:00,1787,2228,3.77,Swipe Transaction,20519,Lexington,KY,40515.0,5942,2228,1787,Mastercard,Debit,5686962857502766,06/2022,257,1,1,03/2009,2010,0,1787,52,66,1967,9,Female,417 Hill Lane,38.04,-84.45,689,6,Book Stores,1,4
7475390,2010-01-01 01:41:00,247,4155,3.29,Swipe Transaction,92883,Lake Charles,LA,70605.0,5812,4155,247,Mastercard,Debit,5711629583407537,01/2012,577,1,2,08/2005,2010,0,247,49,69,1970,7,Female,704 East Drive,30.21,-93.2,761,6,Eating Places and Restaurants,1,4
7475391,2010-01-01 01:41:00,1087,1029,62.98,Online Transaction,17976,ONLINE,CA,46901.0,4900,1029,1087,Mastercard,Debit,5403500140212676,02/2020,642,0,1,02/2004,2009,0,1087,40,65,1979,12,Female,613 George Boulevard,37.53,-84.66,722,2,"Utilities - Electric, Gas, Water, Sanitary",1,4
7475394,2010-01-01 01:46:00,1575,224,34.34,Online Transaction,16798,ONLINE,CA,46901.0,4121,224,1575,Mastercard,Debit,5107151477861238,06/2021,365,1,1,01/2010,2010,0,1575,51,68,1968,5,Female,23 12th Boulevard,27.19,-82.49,724,4,Taxicabs and Limousines,1,4
7475395,2010-01-01 01:47:00,1731,2797,73.46,Swipe Transaction,18293,Fontana,CA,92336.0,7995,2797,1731,Mastercard,Debit,5543346867967379,11/2024,275,1,1,05/1998,2008,0,1731,64,66,1956,1,Female,599 First Drive,34.14,-117.45,704,6,"Betting (including Lottery Tickets, Casinos)",1,4
7475396,2010-01-01 01:48:00,125,2023,9.16,Swipe Transaction,23462,Modesto,CA,95351.0,5813,2023,125,Mastercard,Debit,5228524583663222,06/2023,720,1,2,03/2001,2011,0,125,64,70,1956,2,Female,9505 Martin Luther King Avenue,37.63,-121.01,724,5,Drinking Places (Alcoholic Beverages),1,4
7475397,2010-01-01 01:48:00,989,4124,541.29,Swipe Transaction,40475,Arlington Heights,IL,60005.0,7802,4124,989,Visa,Credit,4119849353170305,02/2020,170,1,2,08/2003,2015,0,989,78,66,1941,9,Male,6283 Rose Avenue,38.87,-77.4,727,8,"Recreational Sports, Clubs",1,4
7475398,2010-01-01 01:53:00,63,60,30.69,Swipe Transaction,32175,Newark,NJ,7104.0,7538,60,63,Visa,Debit,4840372814737208,11/2022,357,1,2,01/2004,2011,0,63,40,64,1979,12,Male,390 Tenth Street,40.72,-74.17,660,6,Automotive Service Shops,1,4
7475399,2010-01-01 01:54:00,152,2848,177.41,Swipe Transaction,86616,Muscle Shoals,AL,35661.0,4814,2848,152,Visa,Credit,4361942024605018,03/2021,649,1,1,05/2003,2016,0,152,37,68,1982,3,Female,49 Tenth Street,33.72,-84.32,773,3,Telecommunication Services,1,4
7475400,2010-01-01 01:54:00,597,4540,14.2,Swipe Transaction,66541,San Francisco,CA,94131.0,5300,4540,597,Visa,Debit,4682047932663844,01/2023,822,1,2,09/2003,2014,0,597,72,66,1948,1,Male,5138 North Drive,37.74,-122.44,736,6,Wholesale Clubs,1,4
7475401,2010-01-01 01:54:00,1449,241,119.23,Online Transaction,87530,ONLINE,CA,46901.0,4900,241,1449,Mastercard,Debit,5134527149271246,02/2022,755,1,2,01/2010,2016,0,1449,66,63,1953,6,Male,5807 Lincoln Street,32.61,-83.63,751,3,"Utilities - Electric, Gas, Water, Sanitary",1,4
7475402,2010-01-01 01:55:00,1755,4228,10.61,Swipe Transaction,82981,Dublin,GA,31021.0,5912,4228,1755,Visa,Debit,4467616812518975,10/2020,60,1,1,08/2007,2009,0,1755,53,70,1967,2,Male,302 Park Boulevard,31.96,-83.77,734,6,Drug Stores and Pharmacies,1,4
7475403,2010-01-01 01:56:00,760,5876,52.98,Online Transaction,39021,ONLINE,CA,46901.0,4784,5876,760,Amex,Credit,360330585295390,05/2022,887,1,1,12/2007,2008,0,760,56,64,1964,2,Female,532 Sixth Drive,39.98,-82.98,778,3,Tolls and Bridge Fees,1,4
7475404,2010-01-01 01:56:00,1642,4281,3.35,Swipe Transaction,44625,Manasquan,NJ,8736.0,5812,4281,1642,Visa,Debit,4680328184934192,12/2012,377,1,1,08/2008,2010,0,1642,37,66,1982,4,Female,48190 Plum Drive,39.96,-74.06,731,5,Eating Places and Restaurants,1,4
7475406,2010-01-01 01:58:00,1542,2906,39.05,Swipe Transaction,58215,Cleveland,OH,44118.0,5813,2906,1542,Mastercard,Debit (Prepaid),5712463929886788,06/2020,814,1,2,05/2006,2009,0,1542,46,69,1973,12,Female,515 South Street,41.47,-81.67,731,2,Drinking Places (Alcoholic Beverages),1,4
7475407,2010-01-01 02:00:00,727,4295,6.79,Swipe Transaction,72351,Saint Louis,MO,63112.0,5541,4295,727,Mastercard,Debit,5252574971670597,04/2018,920,1,1,08/2009,2011,0,727,44,68,1975,5,Male,310 Bayview Boulevard,38.63,-90.24,801,5,Service Stations,2,4
7475410,2010-01-01 02:05:00,1097,4690,100.0,Swipe Transaction,27092,Grand Rapids,MI,49548.0,4829,4690,1097,Visa,Debit,4438751767989238,05/2022,781,1,1,09/2008,2010,0,1097,39,68,1980,10,Male,952 Mountain View Boulevard,43.95,-86.44,732,3,Money Transfer,2,4
7475411,2010-01-01 02:05:00,1453,1117,196.22,Swipe Transaction,5009,Middletown,NY,10940.0,7011,1117,1453,Mastercard,Debit,5836173617667136,11/2024,80,1,1,02/2007,2015,0,1453,37,73,1982,11,Female,4830 Ocean Drive,33.73,-87.28,641,2,"Lodging - Hotels, Motels, Resorts",2,4
7475412,2010-01-01 02:06:00,1024,1006,3.83,Swipe Transaction,2177,Colwich,KS,67030.0,5411,1006,1024,Visa,Credit,4903105068681962,03/2024,274,1,1,02/2002,2014,0,1024,66,67,1953,4,Male,554 Grant Boulevard,37.69,-97.13,739,4,"Grocery Stores, Supermarkets",2,4
7475413,2010-01-01 02:07:00,858,13,1.87,Swipe Transaction,81833,Gonzales,TX,78629.0,5912,13,858,Mastercard,Credit,5106045376475662,03/2021,686,1,1,01/2000,2012,0,858,47,67,1972,11,Male,335 Valley Stream Boulevard,29.5,-97.44,700,3,Drug Stores and Pharmacies,2,4
7475414,2010-01-01 02:08:00,1084,3454,6.63,Swipe Transaction,45926,Tacoma,WA,98403.0,5814,3454,1084,Visa,Debit,4105025447291578,07/2023,810,1,1,06/2009,2009,0,1084,36,66,1984,1,Male,152 West Drive,47.26,-122.45,775,4,Fast Food Restaurants,2,4
7475415,2010-01-01 02:08:00,1622,2877,8.3,Swipe Transaction,43293,Canton,MA,2021.0,5499,2877,1622,Mastercard,Debit,5215629197170613,12/2020,502,1,2,05/2005,2009,0,1622,41,61,1979,1,Female,1063 Federal Boulevard,42.15,-71.13,759,1,Miscellaneous Food Stores,2,4
7475416,2010-01-01 02:09:00,1787,2228,2.75,Swipe Transaction,75781,Lexington,KY,40509.0,5411,2228,1787,Mastercard,Debit,5686962857502766,06/2022,257,1,1,03/2009,2010,0,1787,52,66,1967,9,Female,417 Hill Lane,38.04,-84.45,689,6,"Grocery Stores, Supermarkets",2,4
7475417,2010-01-01 02:11:00,34,1166,4.07,Swipe Transaction,49789,Sacramento,CA,95829.0,5541,1166,34,Mastercard,Debit,5039048842448184,11/2023,339,1,2,02/2009,2010,0,34,41,55,1978,8,Male,7467 Spruce Drive,38.48,-121.34,737,2,Service Stations,2,4
7475419,2010-01-01 02:12:00,1424,4710,2.31,Swipe Transaction,95811,Seligman,AZ,86337.0,5411,4710,1424,Mastercard,Credit,5033949193863455,05/2021,76,1,2,09/2009,2011,0,1424,101,68,1918,5,Female,887 Third Boulevard,35.13,-112.99,761,4,"Grocery Stores, Supermarkets",2,4
7475420,2010-01-01 02:13:00,121,5952,0.21,Swipe Transaction,61195,Menasha,WI,54952.0,5541,5952,121,Visa,Debit,4716535552633032,02/2023,508,1,1,12/2008,2011,0,121,34,66,1985,11,Female,71858 Mountain View Street,44.21,-88.43,721,3,Service Stations,2,4
7475421,2010-01-01 02:13:00,989,2938,396.03,Swipe Transaction,73661,Thackerville,OK,73459.0,7995,2938,989,Mastercard,Credit,5696485046042913,02/2024,764,1,1,05/2007,2007,0,989,78,66,1941,9,Male,6283 Rose Avenue,38.87,-77.4,727,8,"Betting (including Lottery Tickets, Casinos)",2,4
7475422,2010-01-01 02:13:00,1453,1117,-460.0,Swipe Transaction,5009,Middletown,NY,10940.0,7011,1117,1453,Mastercard,Debit,5836173617667136,11/2024,80,1,1,02/2007,2015,0,1453,37,73,1982,11,Female,4830 Ocean Drive,33.73,-87.28,641,2,"Lodging - Hotels, Motels, Resorts",2,4
7475423,2010-01-01 02:14:00,474,2493,91.02,Swipe Transaction,35451,Williston Park,NY,11596.0,5812,2493,474,Visa,Credit,4700082044427658,04/2015,487,1,1,04/2005,2014,0,474,55,66,1964,4,Male,455 Little Creek Boulevard,40.75,-73.64,683,6,Eating Places and Restaurants,2,4
7475424,2010-01-01 02:15:00,1142,4674,3.68,Swipe Transaction,59397,Cohasset,MA,2025.0,5812,4674,1142,Mastercard,Debit,5114438569807444,02/2020,461,1,2,09/2008,2013,0,1142,52,62,1967,3,Male,544 Main Drive,42.15,-71.13,716,3,Eating Places and Restaurants,2,4
7475425,2010-01-01 02:16:00,241,58,38.11,Online Transaction,17976,ONLINE,CA,46901.0,4900,58,241,Mastercard,Debit,5337331365480778,04/2019,672,1,2,01/2004,2008,0,241,58,67,1961,4,Female,6077 Sixth Avenue,34.93,-79.76,737,5,"Utilities - Electric, Gas, Water, Sanitary",2,4
7475426,2010-01-01 02:17:00,461,5482,25.97,Swipe Transaction,45389,Canton,MI,48188.0,5813,5482,461,Mastercard,Debit,5182820825620434,04/2021,126,1,1,11/2007,2012,0,461,42,68,1977,12,Female,28 Hillside Boulevard,42.3,-83.48,784,4,Drinking Places (Alcoholic Beverages),2,4
7475427,2010-01-01 02:17:00,1776,4938,66.05,Online Transaction,39021,ONLINE,CA,46901.0,4784,4938,1776,Amex,Credit,357731604070533,05/2020,270,1,1,10/1999,2012,0,1776,47,75,1972,10,Male,130 Lincoln Drive,40.04,-82.12,693,3,Tolls and Bridge Fees,2,4
7475429,2010-01-01 02:22:00,595,4667,33.02,Swipe Transaction,71416,Bullock,NC,27507.0,4900,4667,595,Mastercard,Debit,5007147574833881,04/2022,560,1,2,09/2008,2008,0,595,79,66,1941,2,Male,132 Lexington Drive,36.5,-78.55,699,4,"Utilities - Electric, Gas, Water, Sanitary",2,4
7475430,2010-01-01 02:22:00,972,4166,103.97,Swipe Transaction,18966,Markesan,WI,53946.0,4900,4166,972,Visa,Debit,4831547258942108,11/2021,45,0,1,08/2005,2012,0,972,35,69,1984,5,Male,215 Plum Boulevard,31.84,-106.43,681,4,"Utilities - Electric, Gas, Water, Sanitary",2,4
